id,trialnb,blocknb,prepost,stim,response,rt
103,7,4,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/005tt.jpg,toilet,3126
103,8,4,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/404tt.jpg,persoon,1877
103,9,4,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/871tt.jpg,veld,1492
103,0,5,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/745tt.jpg,nietjesmachien,4470
103,1,5,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/873tt.jpg,mug,1806
103,2,5,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/864tt.jpg,parasol,1962
103,3,5,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/863tt.jpg,?,2319
103,4,5,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/858tt.jpg,man,2512
103,5,5,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/039tt.jpg,veld,1762
103,6,5,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/729tt.jpg,uil,1112
103,7,5,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/853tt.jpg,instrument,2071
103,8,5,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/017tt.jpg,dier,1416
103,9,5,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/045tt.jpg,man,3568
103,0,5,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/729tt.jpg,uilen,1799
103,1,5,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/039tt.jpg,dier,1341
103,2,5,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/017tt.jpg,dier,1150
103,3,5,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/045tt.jpg,leguaan,2057
103,4,5,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/863tt.jpg,piano,1362
103,5,5,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/745tt.jpg,piano,2360
103,6,5,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/858tt.jpg,man,1959
103,7,5,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/853tt.jpg,instrument,6652
103,8,5,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/873tt.jpg,dier,2254
103,9,5,post,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/864tt.jpg,parasol,1454
3,0,0,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/823tt.jpg,auto,18547
3,1,0,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/729tt.jpg,banaan,8376
3,2,0,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/006tt.jpg,vangnet,9515
3,3,0,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/192tt.jpg,lucht,7291
3,4,0,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/608tt.jpg,vrouwenlichaam,6012
3,5,0,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/001tt.jpg,trein,2666
3,6,0,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/560tt.jpg,lamp,2892
3,7,0,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/683tt.jpg,basebalspeler,5676
3,8,0,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/045tt.jpg,denker,5546
3,9,0,pre,http://www.sandervandecruys.be/onlineExp/mooneyTD/img/tt/691tt.jpg,drinker,2583
