id,sex,age,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
20674,Vrouw,04/97,2,2,1,2,3,4,2,2,4,3,3,1,2,4,1,3,2,4,4,3,1,3,1,3,2,3,2,4,4,2,1,3,2,1,2,2,3,3,2,2,4,3,2,2,3,2,1,3,3,3
20569,Man,11/1995,3,2,1,4,2,4,4,1,4,2,2,2,3,1,3,4,4,4,4,3,2,3,4,2,1,3,2,3,3,3,1,3,3,3,3,1,2,3,4,2,2,4,2,3,4,2,3,2,3,2
21112,Vrouw,07/1996,2,3,1,2,3,3,3,1,3,1,1,3,4,1,1,3,1,3,3,3,2,4,3,2,1,4,1,2,3,3,1,2,3,1,3,1,3,1,3,1,3,2,2,1,3,4,1,3,3,1
20356,Vrouw,10/04/1997,2,3,2,2,1,2,3,2,4,2,2,2,4,2,2,3,1,2,4,3,3,4,2,2,3,3,2,3,3,2,3,2,3,2,3,3,2,1,2,3,3,2,2,1,2,4,1,2,4,2
20710,Vrouw,03/97,3,2,3,3,2,1,2,3,1,2,4,2,3,2,4,2,4,2,1,1,1,2,1,3,1,2,3,3,3,2,4,4,2,4,2,3,3,3,1,3,1,2,2,3,1,2,3,3,4,3
21157,Vrouw,24/12/1997,2,2,1,2,3,2,4,1,4,1,1,2,4,4,1,3,1,2,4,3,3,4,4,2,2,3,4,3,2,2,2,3,3,1,2,3,2,1,3,2,4,2,1,1,3,3,1,2,2,3
21391,Vrouw,oktober 1997,2,1,1,3,2,2,4,1,4,1,1,2,3,3,1,3,1,3,4,4,3,3,3,2,3,4,2,2,3,3,2,1,3,1,3,1,1,1,4,2,4,2,2,1,3,3,1,2,2,3
20764,Man,06/97,1,3,1,2,2,4,4,1,4,2,3,2,4,2,2,4,2,4,4,4,4,3,4,1,4,2,2,3,2,4,1,1,4,1,3,1,2,2,1,2,4,1,2,2,4,4,2,3,1,2
20572,Vrouw,05/1997,3,2,1,2,4,3,4,1,1,1,1,2,4,4,1,3,1,2,1,3,4,4,2,1,1,2,3,3,3,1,1,1,3,1,4,2,1,1,1,1,4,3,1,1,3,3,1,4,4,2
20299,Vrouw,07/97,2,1,3,2,3,3,4,3,4,2,2,2,4,4,3,3,2,4,4,3,3,3,2,1,2,3,3,4,2,4,2,3,3,3,3,2,3,2,2,4,4,2,3,2,1,3,2,3,3,4
21601,Vrouw,09/1996,4,4,2,1,2,2,4,3,3,2,2,2,1,2,2,2,3,3,2,3,3,4,3,3,2,3,2,4,3,2,3,2,2,2,3,2,2,3,3,1,3,2,2,3,3,3,2,3,2,2
20401,Vrouw,10/1996,2,2,1,3,2,4,4,1,3,1,2,3,4,4,1,2,1,3,4,3,3,2,4,2,2,4,2,1,3,4,2,1,3,2,4,1,1,2,2,3,4,2,2,1,2,2,1,3,3,1
20734,Vrouw,02/09/1996,2,2,2,2,1,1,1,1,1,1,1,1,4,4,2,4,2,3,2,3,2,4,2,4,1,3,3,1,2,2,3,1,1,1,2,1,1,1,3,3,1,2,3,1,2,2,1,2,1,4
21049,Man,08/96,2,2,2,2,3,3,3,2,4,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,2,3,2,3,3,3
21085,Vrouw,06/97,2,3,1,2,4,4,4,1,4,1,1,3,4,1,1,4,1,2,4,4,4,4,4,1,4,3,1,1,2,4,1,1,3,1,4,1,2,1,4,1,4,4,3,1,4,4,1,3,4,1
20950,Vrouw,01/1997,2,3,2,2,1,2,3,2,2,2,2,1,3,3,2,3,2,3,3,3,3,3,2,2,3,3,2,3,4,4,2,1,3,2,3,2,2,2,2,3,3,2,2,2,3,3,2,3,4,2
20863,Vrouw,03/97,3,4,1,3,2,1,3,1,1,2,3,1,4,2,2,3,2,3,2,4,3,3,2,2,4,3,2,3,3,3,2,2,3,2,4,2,2,2,3,1,3,3,2,2,3,2,2,3,3,2
20287,Man,02/91,2,2,2,2,2,2,2,2,4,3,3,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,3
21160,Vrouw,05/97,2,1,1,2,4,2,2,3,4,2,1,2,3,1,1,4,2,2,4,3,4,3,4,2,3,2,2,3,3,2,2,4,3,2,2,2,3,2,1,2,4,3,1,1,3,2,3,2,3,2
20794,Vrouw,10/1997,1,2,2,3,3,2,3,2,3,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,3,2,3,2,2,3,2,2,2,3,2,4,2,2,1,3,2,2,3,2,2
20428,Vrouw,12/1997,2,2,2,4,3,4,4,1,3,2,2,3,4,4,2,3,2,4,4,3,4,3,2,2,3,3,2,3,4,3,2,2,3,1,2,2,2,2,3,2,4,2,1,1,3,3,1,2,2,3
20425,Vrouw,09/96,2,1,2,1,4,2,4,1,4,3,4,2,1,1,3,1,3,4,4,2,4,1,3,2,4,1,4,3,1,2,4,4,1,3,2,3,4,4,3,1,4,2,1,3,1,1,3,2,1,1
20224,Vrouw,01-02-1997,3,2,2,4,1,1,1,1,4,2,1,2,4,1,1,4,1,3,4,3,1,4,4,1,2,4,3,2,4,4,2,3,2,1,2,2,3,1,2,4,4,3,2,1,3,3,1,4,3,4
20452,Vrouw,02/97,3,3,3,3,3,4,4,2,3,3,2,3,4,3,2,4,2,3,2,3,4,2,4,2,2,3,3,2,2,3,2,3,4,2,3,2,2,1,3,2,3,3,2,1,3,3,2,3,2,2
21103,Vrouw,08/97,2,2,1,4,4,2,4,2,4,3,3,2,3,3,2,4,2,4,4,3,3,2,3,1,2,2,3,3,2,2,2,2,2,2,4,2,2,3,2,1,4,1,2,2,2,2,2,2,3,1
20305,Vrouw,07/1995,3,2,1,3,3,4,2,1,4,2,4,3,3,1,3,4,4,3,4,3,4,1,4,3,2,1,2,2,1,3,1,2,1,2,3,2,2,4,4,1,4,2,1,3,1,1,4,4,1,1
21223,Vrouw,04/97,3,4,4,2,2,2,4,1,2,2,2,1,2,3,3,2,1,4,3,4,4,2,2,4,3,3,3,3,1,2,2,3,4,3,4,1,3,1,2,1,2,1,2,2,4,2,2,3,3,2
20617,Vrouw,07/97,2,2,2,2,3,3,4,1,4,2,2,2,3,3,2,3,2,4,4,3,4,3,2,3,3,3,1,3,1,3,2,2,3,2,3,2,2,2,3,2,3,3,2,2,3,3,2,2,1,2
21208,Vrouw,11/1997,1,3,1,3,2,4,4,1,4,1,1,2,3,2,2,3,1,2,4,4,4,4,3,1,1,4,2,1,2,3,1,1,4,1,4,2,1,1,4,1,3,3,2,1,3,4,1,2,1,1
20503,Vrouw,04/1997,2,2,1,2,4,4,4,1,4,1,1,4,4,1,1,4,1,2,4,4,1,4,4,1,2,4,1,3,1,3,2,1,4,1,4,1,1,1,4,1,4,4,1,1,4,4,1,2,1,1
20584,Vrouw,05/96,3,2,1,2,3,3,2,1,3,2,2,3,3,2,2,3,2,4,4,3,3,3,3,3,2,3,2,2,3,3,2,2,3,2,2,1,2,2,3,1,4,3,3,2,3,3,2,3,3,3
20197,Vrouw,08/1997,2,2,3,2,4,4,4,2,4,3,2,3,2,4,2,3,1,3,4,3,2,2,4,2,2,2,4,3,2,3,2,2,3,2,2,3,2,2,3,3,4,2,2,2,3,2,2,2,3,3
21292,Vrouw,07/96,2,3,1,3,3,3,2,1,3,1,1,1,4,1,2,2,1,2,4,4,4,4,2,1,2,3,2,3,2,4,1,2,2,1,2,1,2,1,3,1,2,2,1,1,3,3,1,2,3,1
20446,Vrouw,02/1997,3,2,3,3,3,3,4,2,3,3,3,2,3,3,2,3,2,3,4,4,3,2,3,3,2,2,2,3,2,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,2,3,3,2,3
20090,Vrouw,06/97,2,1,4,2,3,2,3,1,2,1,1,3,3,3,2,2,1,2,3,4,4,2,3,1,1,2,2,1,4,3,2,1,3,1,2,1,2,1,3,2,4,2,2,1,3,2,1,3,3,2
20824,Vrouw,17/02/97,1,2,2,3,2,2,4,1,4,1,1,2,4,2,1,3,1,3,4,4,3,4,3,1,3,4,1,2,4,3,1,2,4,1,1,1,1,1,2,3,4,4,2,1,4,4,1,1,4,1
20476,Vrouw,11/1997,3,1,2,2,1,1,4,1,1,1,2,2,4,3,1,4,1,3,2,4,4,2,3,2,2,4,2,3,3,3,1,2,3,2,3,4,2,1,4,2,4,2,1,1,1,1,1,3,4,3
20971,Man,12/1991,1,2,1,1,1,1,3,1,3,1,1,1,3,1,3,2,2,3,3,4,1,4,1,3,2,4,1,4,4,4,1,1,3,1,4,1,2,1,2,1,1,4,2,2,4,2,1,1,3,1
21466,Man,23/12,3,2,3,3,2,1,2,2,2,3,1,1,2,2,2,2,1,3,1,2,3,3,1,3,3,3,1,3,4,4,1,2,2,1,3,1,2,1,2,2,2,4,2,2,4,4,1,2,4,2
20719,Vrouw,04/1997,2,2,1,3,2,3,4,2,4,2,3,1,3,2,2,2,2,4,4,2,1,2,2,1,3,1,3,4,3,3,3,2,3,3,1,2,3,3,2,1,2,2,1,2,1,2,2,2,4,1
20923,Vrouw,november 1997,2,2,1,2,1,3,3,2,3,2,2,1,4,2,1,2,1,2,3,2,2,3,3,1,2,3,2,3,3,4,2,3,3,1,3,1,2,1,3,1,4,2,2,1,2,3,1,2,3,1
21700,Vrouw,08/1997,3,2,1,1,3,4,3,3,4,4,3,3,4,4,1,2,2,3,4,3,1,3,4,2,4,3,4,4,2,3,3,3,3,2,1,2,3,2,4,4,4,2,3,1,3,3,1,3,1,3
20212,Vrouw,10/97,3,2,2,2,3,2,4,1,4,1,2,4,4,4,2,4,2,3,4,4,4,3,4,2,3,4,2,3,1,3,2,2,1,2,3,1,3,2,3,1,3,1,1,1,4,2,1,3,4,1
20194,Vrouw,04/96,3,3,4,2,2,4,1,4,4,2,3,3,3,4,4,1,4,2,4,2,1,2,3,3,2,2,3,3,1,2,3,2,2,2,2,3,3,3,2,3,1,2,4,3,2,3,2,3,1,4
20368,Vrouw,01/11/1997,3,2,1,2,2,4,3,1,3,2,3,1,4,3,2,3,2,2,4,4,3,3,2,1,1,3,1,4,2,2,1,3,3,1,3,1,2,2,3,2,4,4,4,2,4,3,2,1,1,3
21310,Vrouw,12/97,2,2,2,3,2,3,4,2,4,2,2,4,2,2,2,3,2,3,4,4,4,3,4,1,2,3,3,3,2,3,3,2,4,2,4,1,2,3,2,3,4,1,2,2,3,2,2,3,3,2
20320,Vrouw,07/97,1,1,1,1,1,1,4,1,4,1,2,1,4,1,1,3,1,3,4,3,1,3,3,1,1,3,1,4,1,4,1,1,4,1,4,1,3,1,4,1,4,4,1,1,4,2,2,2,1,1
20341,Vrouw,23/02/1996,3,1,1,2,1,4,4,1,4,1,3,2,4,2,2,2,2,2,4,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,1,3
20644,Vrouw,02/97,3,2,2,2,2,2,4,2,2,2,4,2,2,1,2,1,3,3,2,3,4,2,2,1,4,1,2,2,3,3,3,1,2,3,4,3,2,3,2,1,1,3,1,4,2,1,3,2,3,2
