,Unnamed: 0,id,sex,age,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,AQ,AQlikert,AQattDetail,AQsocialSkill,AQattSwitch,AQcomm,AQimagination
92,92,20452,Vrouw,02/97,3,3,3,3,3,4,4,2,3,3,2,3,4,3,2,4,2,3,2,3,4,2,4,2,2,3,3,2,2,3,2,3,4,2,3,2,2,1,3,2,3,3,2,1,3,3,2,3,2,2,10,101,20,20,22,18,21
93,93,21103,Vrouw,08/97,2,2,1,4,4,2,4,2,4,3,3,2,3,3,2,4,2,4,4,3,3,2,3,1,2,2,3,3,2,2,2,2,2,2,4,2,2,3,2,1,4,1,2,2,2,2,2,2,3,1,19,107,21,24,22,22,18
94,94,20305,Vrouw,07/1995,3,2,1,3,3,4,2,1,4,2,4,3,3,1,3,4,4,3,4,3,4,1,4,3,2,1,2,2,1,3,1,2,1,2,3,2,2,4,4,1,4,2,1,3,1,1,4,4,1,1,18,113,15,32,24,27,15
95,95,21223,Vrouw,04/97,3,4,4,2,2,2,4,1,2,2,2,1,2,3,3,2,1,4,3,4,4,2,2,4,3,3,3,3,1,2,2,3,4,3,4,1,3,1,2,1,2,1,2,2,4,2,2,3,3,2,26,116,27,22,27,16,24
96,96,20617,Vrouw,07/97,2,2,2,2,3,3,4,1,4,2,2,2,3,3,2,3,2,4,4,3,4,3,2,3,3,3,1,3,1,3,2,2,3,2,3,2,2,2,3,2,3,3,2,2,3,3,2,2,1,2,11,102,20,21,24,17,20
97,97,21208,Vrouw,11/1997,1,3,1,3,2,4,4,1,4,1,1,2,3,2,2,3,1,2,4,4,4,4,3,1,1,4,2,1,2,3,1,1,4,1,4,2,1,1,4,1,3,3,2,1,3,4,1,2,1,1,6,77,18,18,15,13,13
98,98,20503,Vrouw,04/1997,2,2,1,2,4,4,4,1,4,1,1,4,4,1,1,4,1,2,4,4,1,4,4,1,2,4,1,3,1,3,2,1,4,1,4,1,1,1,4,1,4,4,1,1,4,4,1,2,1,1,8,71,14,13,18,13,13
99,99,20584,Vrouw,05/96,3,2,1,2,3,3,2,1,3,2,2,3,3,2,2,3,2,4,4,3,3,3,3,3,2,3,2,2,3,3,2,2,3,2,2,1,2,2,3,1,4,3,3,2,3,3,2,3,3,3,10,103,22,20,22,21,18
100,100,20197,Vrouw,08/1997,2,2,3,2,4,4,4,2,4,3,2,3,2,4,2,3,1,3,4,3,2,2,4,2,2,2,4,3,2,3,2,2,3,2,2,3,2,2,3,3,4,2,2,2,3,2,2,2,3,3,21,115,18,24,25,22,26
101,101,21292,Vrouw,07/96,2,3,1,3,3,3,2,1,3,1,1,1,4,1,2,2,1,2,4,4,4,4,2,1,2,3,2,3,2,4,1,2,2,1,2,1,2,1,3,1,2,2,1,1,3,3,1,2,3,1,14,97,26,15,21,21,14
102,102,20446,Vrouw,02/1997,3,2,3,3,3,3,4,2,3,3,3,2,3,3,2,3,2,3,4,4,3,2,3,3,2,2,2,3,2,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,2,3,3,2,3,18,115,22,24,23,22,24
103,103,20090,Vrouw,06/97,2,1,4,2,3,2,3,1,2,1,1,3,3,3,2,2,1,2,3,4,4,2,3,1,1,2,2,1,4,3,2,1,3,1,2,1,2,1,3,2,4,2,2,1,3,2,1,3,3,2,19,106,25,19,22,21,19
104,104,20824,Vrouw,17/02/97,1,2,2,3,2,2,4,1,4,1,1,2,4,2,1,3,1,3,4,4,3,4,3,1,3,4,1,2,4,3,1,2,4,1,1,1,1,1,2,3,4,4,2,1,4,4,1,1,4,1,13,89,26,13,19,16,15
105,105,20476,Vrouw,11/1997,3,1,2,2,1,1,4,1,1,1,2,2,4,3,1,4,1,3,2,4,4,2,3,2,2,4,2,3,3,3,1,2,3,2,3,4,2,1,4,2,4,2,1,1,1,1,1,3,4,3,20,113,33,22,25,14,19
106,106,20971,Man,12/1991,1,2,1,1,1,1,3,1,3,1,1,1,3,1,3,2,2,3,3,4,1,4,1,3,2,4,1,4,4,4,1,1,3,1,4,1,2,1,2,1,1,4,2,2,4,2,1,1,3,1,19,109,35,17,23,16,18
107,107,21466,Man,23/12,3,2,3,3,2,1,2,2,2,3,1,1,2,2,2,2,1,3,1,2,3,3,1,3,3,3,1,3,4,4,1,2,2,1,3,1,2,1,2,2,2,4,2,2,4,4,1,2,4,2,23,119,37,17,23,19,23
108,108,20719,Vrouw,04/1997,2,2,1,3,2,3,4,2,4,2,3,1,3,2,2,2,2,4,4,2,1,2,2,1,3,1,3,4,3,3,3,2,3,3,1,2,3,3,2,1,2,2,1,2,1,2,2,2,4,1,28,128,28,25,28,26,21
109,109,20923,Vrouw,november 1997,2,2,1,2,1,3,3,2,3,2,2,1,4,2,1,2,1,2,3,2,2,3,3,1,2,3,2,3,3,4,2,3,3,1,3,1,2,1,3,1,4,2,2,1,2,3,1,2,3,1,17,107,29,17,24,19,18
110,110,21700,Vrouw,08/1997,3,2,1,1,3,4,3,3,4,4,3,3,4,4,1,2,2,3,4,3,1,3,4,2,4,3,4,4,2,3,3,3,3,2,1,2,3,2,4,4,4,2,3,1,3,3,1,3,1,3,20,117,18,18,30,24,27
111,111,20212,Vrouw,10/97,3,2,2,2,3,2,4,1,4,1,2,4,4,4,2,4,2,3,4,4,4,3,4,2,3,4,2,3,1,3,2,2,1,2,3,1,3,2,3,1,3,1,1,1,4,2,1,3,4,1,14,100,20,16,25,20,19
112,112,20194,Vrouw,04/96,3,3,4,2,2,4,1,4,4,2,3,3,3,4,4,1,4,2,4,2,1,2,3,3,2,2,3,3,1,2,3,2,2,2,2,3,3,3,2,3,1,2,4,3,2,3,2,3,1,4,32,136,17,28,23,32,36
113,113,20368,Vrouw,01/11/1997,3,2,1,2,2,4,3,1,3,2,3,1,4,3,2,3,2,2,4,4,3,3,2,1,1,3,1,4,2,2,1,3,3,1,3,1,2,2,3,2,4,4,4,2,4,3,2,1,1,3,11,95,23,17,20,19,16
114,114,21310,Vrouw,12/97,2,2,2,3,2,3,4,2,4,2,2,4,2,2,2,3,2,3,4,4,4,3,4,1,2,3,3,3,2,3,3,2,4,2,4,1,2,3,2,3,4,1,2,2,3,2,2,3,3,2,16,105,20,22,23,21,19
115,115,20320,Vrouw,07/97,1,1,1,1,1,1,4,1,4,1,2,1,4,1,1,3,1,3,4,3,1,3,3,1,1,3,1,4,1,4,1,1,4,1,4,1,3,1,4,1,4,4,1,1,4,2,2,2,1,1,12,93,26,17,24,12,14
116,116,20341,Vrouw,23/02/1996,3,1,1,2,1,4,4,1,4,1,3,2,4,2,2,2,2,2,4,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,1,3,19,111,20,22,25,19,25
117,117,20644,Vrouw,02/97,3,2,2,2,2,2,4,2,2,2,4,2,2,1,2,1,3,3,2,3,4,2,2,1,4,1,2,2,3,3,3,1,2,3,4,3,2,3,2,1,1,3,1,4,2,1,3,2,3,2,30,131,29,29,30,25,18
118,118,21364,Vrouw,05/97,2,3,3,2,2,3,4,2,2,3,3,2,3,1,1,3,2,3,2,3,4,2,1,1,3,2,1,1,3,3,2,2,3,2,3,2,3,3,3,2,2,3,2,2,2,2,2,3,3,2,23,117,28,24,26,20,19
119,119,21364,Vrouw,05/97,2,3,3,2,2,3,4,2,2,3,3,2,3,1,1,3,2,3,2,3,4,2,1,1,3,2,1,1,3,3,2,2,3,2,3,2,3,3,3,2,2,3,2,2,2,2,2,3,3,2,23,117,28,24,26,20,19
120,120,21526,Vrouw,09/96,3,1,1,1,1,2,3,1,2,3,4,1,3,1,1,3,2,4,3,4,4,1,1,3,3,1,2,2,3,1,2,1,1,2,3,2,3,3,1,1,1,4,1,3,1,1,2,3,4,2,25,129,30,27,30,26,16
121,121,20650,Vrouw,10/07/1997,3,2,1,2,3,4,4,1,2,2,2,2,3,2,2,3,2,3,4,3,4,2,3,1,3,3,2,2,3,4,2,1,3,3,3,2,2,3,3,1,4,3,3,2,3,2,2,1,2,1,11,100,23,20,24,20,13
122,122,20827,Vrouw,08/96,2,2,2,3,3,4,4,2,4,1,2,4,4,2,1,4,1,3,4,4,4,3,4,1,2,3,2,1,1,2,1,2,3,2,4,2,2,2,3,1,3,2,3,1,3,4,2,1,1,1,3,79,12,17,18,16,16
123,123,20788,Man,02/1996,3,1,3,2,3,3,4,3,4,3,3,2,4,2,3,4,3,4,4,3,1,3,3,3,1,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,4,1,2,3,2,3,2,3,3,20,115,20,23,27,20,25
124,124,20614,Vrouw,01/97,2,3,2,2,3,2,4,2,4,2,2,3,4,2,1,3,2,3,4,4,2,3,4,1,1,3,2,2,2,2,3,1,4,2,4,2,2,2,3,2,4,3,2,2,4,4,1,2,2,1,6,89,18,17,19,18,17
125,125,20797,Vrouw,01/97,3,2,2,2,1,2,4,2,3,2,3,1,2,2,3,2,3,2,3,3,2,2,2,3,2,2,2,3,1,3,2,2,2,3,3,2,2,3,2,2,3,3,2,3,3,1,3,2,1,1,26,125,26,26,27,25,21
126,126,20683,Vrouw,07/76,3,3,1,3,3,2,3,1,2,2,1,4,3,2,1,4,1,4,2,4,4,4,3,3,1,4,1,2,3,2,2,3,4,1,3,1,3,1,4,1,4,2,3,1,4,4,1,1,2,1,8,81,23,12,18,13,15
127,127,20479,Vrouw,Juni 1997 ,2,2,2,2,1,3,4,1,4,2,2,1,4,1,2,3,2,3,4,4,3,3,3,1,2,3,1,2,2,4,1,3,4,1,4,1,2,2,4,1,4,4,1,2,4,2,2,2,1,2,9,93,23,18,25,14,13
128,128,20884,Vrouw,01/97,3,3,3,2,3,3,4,1,4,4,3,1,4,1,1,2,1,2,4,2,2,2,1,1,4,3,2,1,2,2,1,3,2,3,2,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,21,112,21,21,30,21,19
129,129,20782,Vrouw,21/12/1997,1,2,1,1,1,2,4,1,3,2,3,1,3,2,1,2,1,2,3,2,3,3,2,1,2,2,1,1,2,3,1,2,4,1,3,2,3,2,4,1,4,4,1,1,2,2,2,3,4,1,19,108,28,23,27,16,14
130,130,21064,Man,10/12/1996,2,1,3,2,2,2,2,3,2,3,2,1,4,3,2,2,2,3,2,2,4,3,3,3,2,2,2,2,3,2,3,4,2,1,3,3,4,3,3,2,4,3,2,2,3,2,2,2,3,2,27,127,28,21,30,25,23
131,131,20515,Vrouw,11/1997,1,2,1,3,3,4,3,1,4,2,2,4,4,2,1,2,2,3,4,3,4,3,4,1,1,3,3,2,1,1,2,1,4,1,1,1,3,2,2,1,4,2,4,1,1,3,2,2,1,1,9,88,12,20,19,23,14
132,132,21163,Vrouw,09/1997,2,2,2,3,2,3,4,2,4,2,2,2,4,3,2,3,1,3,4,4,3,4,3,2,2,3,2,3,2,4,2,2,3,2,3,1,2,2,3,2,4,3,2,1,3,3,2,2,3,2,9,100,24,17,22,18,19
133,133,20461,Vrouw,09/1997,2,2,1,3,2,2,4,1,4,1,1,2,4,3,1,3,1,3,4,4,3,4,2,3,3,4,2,3,2,4,1,3,4,1,3,1,2,1,4,2,4,4,3,1,4,3,1,1,3,1,13,88,26,12,21,13,16
134,134,21151,Man,06/07/1997,2,2,1,2,3,2,4,1,3,2,3,1,4,3,3,2,3,3,2,3,3,2,2,2,2,1,2,2,3,3,2,3,2,3,3,2,3,3,4,2,2,2,2,2,3,1,2,2,2,1,25,122,27,23,29,23,20
135,135,20626,Vrouw,01/97,2,2,2,4,1,4,4,1,4,3,1,3,3,1,1,3,1,2,4,4,3,4,4,1,3,4,1,2,3,1,1,4,2,1,1,2,2,1,3,1,4,3,3,1,4,3,3,4,4,2,13,94,20,19,23,18,14
136,136,20413,Man,05/97,3,3,1,2,2,2,4,2,4,2,4,2,4,2,2,3,1,4,2,2,4,2,2,3,2,2,2,2,4,3,2,2,2,1,4,3,4,3,1,2,2,3,2,2,3,2,2,2,2,1,21,115,27,23,24,21,20
137,137,20350,Vrouw,03/1997,2,2,1,2,4,2,4,1,2,1,2,2,2,1,1,1,2,3,2,4,3,3,2,2,4,3,1,2,3,3,1,3,3,1,2,2,1,2,3,1,1,3,1,1,4,3,2,3,3,1,19,107,27,20,26,18,16
138,138,20686,Vrouw,04/96,3,3,1,2,3,4,4,1,3,3,2,4,3,4,2,4,2,4,4,3,4,3,2,3,1,3,3,1,3,4,3,2,4,2,2,2,3,2,4,2,4,4,1,3,2,4,2,4,4,2,16,105,22,24,22,19,18
139,139,20968,Vrouw,11/1996,2,3,1,3,3,4,4,1,4,2,3,2,2,2,3,3,2,3,4,4,3,1,4,1,2,3,2,2,2,4,3,2,3,2,4,2,2,2,2,2,3,2,2,3,2,3,3,3,2,4,16,109,19,30,21,20,19
140,140,21181,Vrouw,02/97,3,1,2,1,1,3,3,1,1,4,3,1,4,3,2,3,1,2,1,3,4,1,1,1,4,2,1,3,4,4,3,4,3,3,4,2,4,3,3,1,4,2,2,2,1,1,3,2,4,3,29,137,37,25,36,21,18
141,141,20317,Vrouw,07/1994,2,2,2,2,2,2,4,2,4,2,2,2,3,2,2,3,2,3,3,3,3,3,2,2,3,3,2,2,3,2,2,2,3,2,3,2,3,2,2,2,3,3,2,2,3,3,2,3,3,2,14,112,25,22,25,20,20
142,142,21322,Vrouw,06/97,3,1,1,3,2,1,2,1,4,4,4,3,4,4,2,4,1,4,2,4,4,2,4,1,4,2,4,1,4,4,1,3,4,1,4,4,2,3,3,1,4,4,1,1,2,2,2,3,1,2,21,111,24,25,28,20,14
143,143,20536,Vrouw,01/97,1,3,2,3,2,2,4,1,4,3,1,4,4,4,1,4,2,3,4,3,4,3,4,1,1,2,2,2,3,3,2,4,4,1,3,2,1,3,2,1,4,2,2,2,2,3,2,2,3,3,16,101,21,20,20,21,19
144,144,20740,Vrouw,05/97,2,2,2,2,2,1,4,1,3,2,2,3,3,3,2,3,1,3,4,3,4,2,3,1,2,2,2,3,4,4,1,1,2,2,1,1,1,2,1,3,4,2,2,1,2,2,2,3,3,4,22,116,28,22,22,23,21
145,145,20581,Vrouw,30 september 1997,2,2,2,3,3,4,4,2,4,2,2,2,4,3,2,2,2,3,4,3,3,3,4,1,2,4,3,2,3,4,2,2,2,2,2,2,2,2,3,2,4,2,1,1,2,2,2,2,2,2,14,106,20,20,25,21,20
146,146,18019,Vrouw,11/96,3,1,2,2,3,2,1,1,3,1,3,1,3,3,2,3,2,3,2,3,4,2,2,2,2,3,2,3,3,4,2,2,3,1,3,1,2,2,3,2,2,3,3,2,3,2,3,1,2,3,17,115,29,21,22,22,21
147,147,21646,Vrouw,13/08/1995,2,1,1,2,2,2,4,1,1,1,3,2,3,2,2,3,1,4,1,4,4,4,2,1,4,4,2,3,3,4,1,2,4,1,2,1,3,1,4,2,4,2,2,1,2,1,2,1,2,4,21,108,32,19,27,13,17
148,148,21001,Vrouw,06/97,2,3,2,4,4,4,4,2,4,2,2,2,4,2,1,4,1,2,4,4,4,3,3,2,2,3,1,1,2,3,2,2,2,1,3,1,1,2,3,1,4,3,3,2,4,3,2,3,3,2,7,87,18,18,16,19,16
149,149,20962,Man,10/97,2,2,1,2,3,4,4,1,3,1,2,2,2,2,3,3,2,4,4,3,4,2,3,3,2,2,2,3,2,2,2,3,3,2,4,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,19,108,20,26,25,19,18
150,150,20587,Vrouw,12/1997,2,2,3,2,4,4,2,4,4,3,2,3,3,3,2,2,2,2,4,2,1,3,3,1,2,3,3,3,1,2,2,3,3,2,2,2,2,3,2,1,4,4,2,2,2,2,2,2,1,2,21,113,15,22,27,26,23
151,151,20812,Vrouw,09/97,3,2,2,3,3,3,4,3,4,3,4,3,2,4,2,3,2,4,4,3,2,2,3,2,3,2,2,3,2,3,2,3,1,2,3,2,3,3,3,3,3,3,2,3,2,1,3,3,2,3,24,124,20,28,28,22,26
152,152,21100,Vrouw,09/1997,4,4,2,2,2,1,4,4,3,1,1,1,4,4,2,3,1,4,4,4,3,4,4,4,4,4,3,3,2,4,2,1,4,1,4,1,1,1,4,2,4,1,2,1,3,4,1,2,4,3,15,99,28,13,18,13,27
153,153,20314,Vrouw,05/97,3,2,1,1,3,1,2,1,4,4,1,4,3,1,1,2,1,4,4,3,3,4,4,1,2,3,3,1,1,1,2,3,4,1,4,3,2,1,4,1,4,3,2,1,2,4,1,4,4,2,13,92,17,19,26,16,14
154,154,20890,Vrouw,09/1997,3,4,3,3,3,1,2,3,1,2,3,3,1,2,3,3,3,2,1,3,4,4,1,3,4,2,2,3,4,2,3,2,3,2,3,2,3,3,2,2,2,2,3,2,2,3,2,2,4,2,25,130,33,24,22,27,24
155,155,20512,Vrouw,14-10-1993,2,2,1,2,3,3,4,1,4,2,1,3,2,2,1,2,1,2,4,4,3,3,2,1,2,4,1,1,2,3,1,1,4,1,3,1,2,1,3,1,4,3,2,2,3,3,1,2,3,1,10,87,20,18,22,14,13
156,156,21433,Vrouw,10/1997,2,1,1,3,3,3,1,1,3,2,3,2,3,1,3,3,2,2,3,3,2,1,3,2,4,2,2,2,3,1,2,2,2,3,3,2,2,4,1,2,3,4,2,2,3,1,2,2,3,2,19,121,22,25,28,29,17
157,157,20845,Vrouw,22/09/1997,3,1,1,2,1,1,2,1,3,1,2,1,4,2,1,3,1,3,2,3,2,3,1,1,3,3,1,3,3,3,1,2,2,3,2,1,2,1,3,3,3,2,1,1,3,3,1,2,2,3,20,113,32,15,26,19,21
158,158,21343,Man,06/1997,2,3,1,2,2,2,3,1,3,1,3,2,4,2,2,3,2,2,3,3,4,3,2,2,3,3,2,2,3,2,2,3,4,2,4,2,2,2,3,2,4,3,1,2,2,2,2,2,3,1,15,107,26,22,25,19,15
159,159,20434,Vrouw,07/97,4,4,1,3,2,1,1,4,1,1,3,1,2,3,4,1,2,1,1,1,1,3,1,4,3,3,2,1,4,3,4,2,3,2,2,3,4,2,2,3,1,2,3,2,4,4,2,1,1,1,28,135,32,22,22,28,31
160,160,20749,Vrouw,01/97,2,2,2,3,2,1,3,1,4,1,2,3,3,4,1,3,1,3,3,3,4,2,4,1,3,2,3,2,3,3,2,2,3,2,2,3,2,2,3,2,3,3,2,1,2,3,2,3,2,1,16,108,23,23,22,22,18
161,161,20443,Vrouw,05/1997,3,1,1,2,4,3,2,1,4,1,2,2,2,2,2,1,1,2,4,4,4,3,3,2,3,4,3,3,1,3,2,2,2,3,4,2,3,2,2,1,1,3,1,2,3,2,2,2,1,2,18,108,18,21,30,22,17
162,162,20998,Vrouw,04/97,1,2,3,2,4,1,2,3,2,4,2,1,4,3,2,4,1,4,2,4,2,1,2,2,2,3,1,3,3,4,1,1,4,2,3,1,1,4,4,1,4,3,1,2,4,3,2,1,2,2,20,111,30,20,23,17,21
163,163,21133,Vrouw,04/96,2,3,2,2,2,2,3,2,4,2,3,2,4,3,3,3,1,4,3,3,3,3,3,2,2,2,2,3,2,2,3,2,3,2,3,2,3,2,2,2,4,3,3,2,3,3,2,4,2,2,14,110,23,24,22,21,20
164,164,20542,Vrouw,03/97,1,2,2,3,1,4,3,1,4,2,2,4,4,4,1,4,1,2,4,3,2,2,4,1,2,3,2,2,1,3,2,2,3,1,2,2,3,2,3,2,4,3,3,1,3,3,2,2,1,2,10,97,16,20,20,21,20
165,165,20215,Man,10/93,3,3,2,2,2,2,2,1,4,2,4,1,3,1,2,2,3,3,4,3,4,1,3,1,2,1,4,3,3,1,3,3,2,2,4,4,3,4,3,3,3,3,3,3,2,1,3,4,3,3,27,128,24,31,26,29,18
166,166,20260,Vrouw,08/12/1997,3,2,1,1,1,3,3,1,3,2,2,2,3,1,1,2,1,2,3,3,4,3,3,1,3,3,2,2,3,4,2,2,2,1,4,1,1,1,4,1,4,3,1,1,3,3,1,1,3,1,12,97,27,15,25,18,12
167,167,20416,Vrouw,31/03/1997,2,1,2,2,1,3,4,1,3,2,1,2,4,4,1,3,2,2,3,3,3,2,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,1,3,2,4,1,1,1,2,2,2,2,4,2,16,114,26,19,26,21,22
168,168,20440,Vrouw,06/97,2,1,1,3,3,2,4,1,2,1,1,1,4,1,1,2,1,2,2,3,3,4,3,1,2,4,2,3,4,4,2,2,4,1,3,1,1,1,2,1,3,4,2,1,4,3,1,2,4,1,14,96,32,13,21,17,13
169,169,21418,Man,08/1996,3,2,1,2,2,2,3,1,4,3,3,2,3,1,4,2,3,3,4,4,3,1,3,4,3,3,1,3,1,2,1,3,2,2,4,1,3,3,3,1,4,2,4,3,3,3,3,2,1,2,21,109,20,26,26,20,17
170,170,20920,Vrouw,11/03/1997,2,1,2,2,2,1,4,1,2,1,3,1,1,1,2,2,1,1,1,3,3,2,4,1,1,1,2,2,1,1,1,2,1,1,4,1,2,2,3,1,1,1,1,1,2,1,1,2,3,1,21,115,26,23,25,22,19
171,171,21730,Vrouw,20/01/1997,2,2,1,3,2,2,4,1,4,2,2,3,4,1,1,3,1,1,3,3,3,3,2,1,2,3,2,2,3,3,2,2,3,1,2,2,3,1,3,1,4,3,3,2,3,2,2,2,4,2,12,101,26,19,22,20,14
172,172,21268,Vrouw,07/97,2,2,2,2,3,3,4,2,4,3,3,3,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2,3,3,2,3,2,2,3,2,2,3,3,3,3,2,2,2,2,3,2,20,118,21,25,26,23,23
173,173,21349,Vrouw,09/97,3,1,2,3,3,4,2,2,3,3,3,2,2,1,1,1,3,3,4,4,4,1,2,2,3,1,3,3,3,2,3,3,2,2,1,4,3,4,2,2,3,2,2,3,1,2,3,2,4,2,30,133,24,29,30,32,18
174,174,20611,Vrouw,10/97,3,2,2,4,2,4,4,1,4,1,2,1,2,3,3,4,3,4,4,4,3,2,4,2,2,3,1,1,3,3,3,1,4,2,3,1,1,1,3,4,4,1,2,3,1,2,4,3,3,3,21,107,21,28,18,17,23
175,175,21004,Vrouw,09/97,2,2,2,3,3,4,4,2,4,2,2,4,4,2,1,2,2,4,4,2,4,3,4,1,3,3,3,2,1,3,2,3,3,1,2,3,3,2,3,1,4,3,2,2,2,2,2,2,3,2,15,100,16,21,26,20,17
176,176,20680,Vrouw,08/97,2,2,2,3,2,4,4,2,4,4,3,4,3,3,2,3,2,4,4,3,3,2,4,4,3,2,2,3,2,2,3,2,2,2,3,3,3,3,2,2,3,3,1,1,3,2,2,3,2,2,20,115,17,24,28,23,23
177,177,21256,Vrouw,12/96,2,2,2,2,2,3,3,1,3,1,1,1,3,3,1,3,1,2,4,2,4,4,2,4,3,3,2,2,3,2,2,2,3,1,3,1,3,1,3,1,2,4,3,2,3,2,1,3,2,1,16,103,24,17,23,19,20
178,178,20770,Man,10/96,2,3,1,2,3,4,4,1,3,2,1,3,3,3,3,3,2,3,2,3,4,3,3,2,2,2,3,2,3,3,2,3,4,2,3,2,2,2,3,2,3,3,2,2,3,4,3,2,3,2,13,105,23,22,22,20,18
179,179,20980,Vrouw,06/97,3,3,1,2,1,2,3,1,3,3,4,1,1,1,2,3,3,4,3,3,4,2,2,2,2,2,2,3,1,4,1,2,2,2,4,2,3,4,3,1,4,3,3,2,3,2,3,2,3,3,20,116,29,26,24,22,15
180,180,20800,Vrouw,09/97,2,2,2,2,3,3,4,1,4,3,2,3,2,3,1,3,2,4,3,3,3,3,2,1,3,3,1,1,3,2,1,3,3,2,4,1,3,3,4,1,4,3,1,1,3,2,3,3,3,3,18,104,21,21,29,15,18
181,181,20713,Vrouw,05/1997,1,1,1,2,1,2,4,1,4,4,1,1,3,2,1,4,1,2,4,4,4,4,4,1,3,3,2,3,1,4,1,3,2,1,3,2,1,1,1,1,4,2,2,1,4,2,1,2,4,2,18,102,26,16,26,20,14
182,182,20767,Vrouw,10/1997,2,2,2,3,3,1,4,1,2,2,3,2,4,4,2,2,2,4,1,4,4,2,3,2,3,2,2,3,3,1,2,2,3,2,2,1,3,3,4,2,4,3,2,2,3,3,2,3,4,3,21,115,29,22,25,20,19
183,183,20338,Vrouw,06/97,2,2,3,2,2,4,4,2,4,2,2,4,4,4,2,4,1,4,4,4,4,4,3,1,2,4,2,3,2,4,1,2,4,2,3,2,2,1,4,2,4,2,1,1,3,4,1,3,4,1,12,93,22,18,22,12,19
184,184,20248,Vrouw,12/1997,2,1,3,2,2,3,3,2,4,3,4,3,3,3,2,2,3,4,3,3,3,2,3,2,4,2,2,3,3,2,2,3,2,4,3,2,3,4,2,3,4,2,1,3,3,2,3,2,3,3,29,132,23,26,34,25,24
185,185,20179,Vrouw,24/01/1997,2,2,1,1,3,2,3,1,3,1,2,1,4,1,1,3,1,1,4,2,1,2,3,1,3,2,1,3,3,4,1,1,4,2,3,1,2,1,2,1,4,3,2,1,2,2,1,2,3,1,19,104,27,18,24,19,16
186,186,21028,Vrouw,09 1996,3,2,2,2,3,3,4,2,4,1,1,3,3,4,2,4,2,4,4,3,1,3,4,2,3,2,1,2,2,4,2,1,3,1,2,1,2,2,2,1,3,2,1,1,3,3,2,2,3,2,12,102,20,17,21,20,24
187,187,21328,Vrouw,01/97,3,2,2,1,1,1,3,3,4,2,3,3,4,1,1,3,1,2,4,3,4,3,3,1,2,4,2,3,1,2,1,1,4,1,4,2,3,1,3,1,4,2,4,1,3,2,2,3,1,1,12,93,21,19,22,15,16
188,188,21370,Vrouw,02/97,2,3,1,2,1,2,4,1,2,1,1,2,4,2,1,4,1,2,4,4,4,4,2,1,1,3,1,2,4,3,1,2,4,1,4,1,2,1,3,1,4,2,4,1,3,3,1,2,4,1,12,87,30,14,16,14,13
189,189,20500,Vrouw,09/97,3,2,1,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,1,1,2,2,2,3,2,4,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,1,4,3,30,132,27,26,27,26,26
190,190,20842,Man,02/97,3,4,2,2,2,3,3,2,3,3,3,2,3,3,1,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,3,2,3,3,2,2,3,2,15,113,24,20,24,23,22
191,191,21262,Vrouw,23/01/1997,2,2,2,3,2,4,4,1,4,3,2,2,3,3,2,2,2,3,4,4,2,2,4,2,3,2,2,3,2,3,2,2,3,2,4,2,3,2,3,2,2,3,2,2,3,3,2,2,3,2,17,109,21,22,26,19,21
192,192,20560,Vrouw,07/02/1997,3,3,3,3,3,3,1,4,2,3,3,4,2,4,4,3,4,2,2,2,1,2,3,3,2,3,4,2,2,2,3,2,3,3,3,4,2,3,2,4,2,3,3,3,3,4,3,2,1,3,27,133,20,29,21,30,33
193,193,20530,Vrouw,februari 1997,3,2,3,3,2,3,3,2,3,2,2,2,2,3,2,3,2,1,3,3,4,2,3,2,1,3,1,2,3,3,2,2,3,2,3,2,2,1,2,2,4,2,2,2,2,3,2,2,3,2,15,111,25,23,21,21,21
194,194,21037,Vrouw,07/97,2,1,1,2,1,2,3,1,4,4,2,1,4,1,1,3,1,1,2,4,3,4,2,1,4,4,2,3,4,2,1,4,4,2,1,1,4,1,4,1,1,1,3,1,4,3,1,3,4,1,20,112,31,15,31,18,17
195,195,21220,Vrouw,07/97,2,2,1,2,1,4,4,4,4,2,1,3,4,2,1,2,1,4,4,2,4,2,4,2,4,2,3,2,2,3,2,2,2,1,2,1,3,1,4,1,4,3,1,1,2,1,3,2,3,1,20,105,20,19,29,19,18
196,196,21130,Man,06/1996,3,4,1,3,1,4,2,1,4,1,1,3,3,1,3,4,3,3,3,4,4,3,2,1,1,3,1,3,2,4,1,2,4,3,4,1,1,2,4,1,4,4,3,2,4,4,2,1,2,1,8,83,24,17,15,17,10
