,stim,level_1,prem,postm,diff
0,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/001tt.jpg,0,0.490566037736,0.85534591195,0.364779874214
1,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/002tt.jpg,0,0.0,0.153846153846,0.153846153846
2,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/003tt.jpg,0,0.130718954248,0.686274509804,0.555555555556
3,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/004tt.jpg,0,0.11320754717,0.503144654088,0.389937106918
4,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/005tt.jpg,0,0.451612903226,0.793548387097,0.341935483871
5,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/006tt.jpg,0,0.251572327044,0.849056603774,0.59748427673
6,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/007tt.jpg,0,0.762820512821,0.929487179487,0.166666666667
7,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/009tt.jpg,0,0.0413793103448,0.620689655172,0.579310344828
8,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/010tt.jpg,0,0.216560509554,0.343949044586,0.127388535032
9,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/012tt.jpg,0,0.0764331210191,0.375796178344,0.299363057325
10,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/013tt.jpg,0,0.270967741935,0.767741935484,0.496774193548
11,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/014tt.jpg,0,0.662721893491,0.668639053254,0.00591715976331
12,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/015tt.jpg,0,0.549295774648,0.901408450704,0.352112676056
13,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/016tt.jpg,0,0.124183006536,0.359477124183,0.235294117647
14,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/017tt.jpg,0,0.126666666667,0.646666666667,0.52
15,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/018tt.jpg,0,0.684210526316,0.888157894737,0.203947368421
16,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/021tt.jpg,0,0.26582278481,0.658227848101,0.392405063291
17,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/025tt.jpg,0,0.692857142857,0.807142857143,0.114285714286
18,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/027tt.jpg,0,0.014598540146,0.503649635036,0.489051094891
19,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/030tt.jpg,0,0.310559006211,0.76397515528,0.453416149068
20,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/039tt.jpg,0,0.374233128834,0.711656441718,0.337423312883
21,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/045tt.jpg,0,0.313725490196,0.614379084967,0.300653594771
22,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/055tt.jpg,0,0.0181818181818,0.436363636364,0.418181818182
23,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/062tt.jpg,0,0.188811188811,0.531468531469,0.342657342657
24,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/064tt.jpg,0,0.108280254777,0.28025477707,0.171974522293
25,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/065tt.jpg,0,0.0955414012739,0.515923566879,0.420382165605
26,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/087tt.jpg,0,0.135714285714,0.535714285714,0.4
27,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/107tt.jpg,0,0.0469798657718,0.489932885906,0.442953020134
28,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/127tt.jpg,0,0.2,0.569696969697,0.369696969697
29,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/129tt.jpg,0,0.111111111111,0.339869281046,0.228758169935
30,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/137tt.jpg,0,0.0797101449275,0.565217391304,0.485507246377
31,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/148tt.jpg,0,0.39375,0.875,0.48125
32,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/184tt.jpg,0,0.575342465753,0.917808219178,0.342465753425
33,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/191tt.jpg,0,0.147435897436,0.365384615385,0.217948717949
34,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/192tt.jpg,0,0.119718309859,0.732394366197,0.612676056338
35,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/243tt.jpg,0,0.16149068323,0.503105590062,0.341614906832
36,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/273tt.jpg,0,0.291666666667,0.548611111111,0.256944444444
37,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/292tt.jpg,0,0.210843373494,0.66265060241,0.451807228916
38,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/298tt.jpg,0,0.136363636364,0.493506493506,0.357142857143
39,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/350tt.jpg,0,0.0192307692308,0.25641025641,0.237179487179
40,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/359tt.jpg,0,0.12987012987,0.564935064935,0.435064935065
41,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/367tt.jpg,0,0.0294117647059,0.764705882353,0.735294117647
42,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/378tt.jpg,0,0.321637426901,0.292397660819,-0.0292397660819
43,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/399tt.jpg,0,0.0650887573964,0.757396449704,0.692307692308
44,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/400tt.jpg,0,0.253246753247,0.824675324675,0.571428571429
45,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/404tt.jpg,0,0.338028169014,0.640845070423,0.302816901408
46,http://www.tureluurs.be/onlineExp/mooneyTD/img/tt/422tt.jpg,0,0.00704225352113,0.338028169014,0.330985915493
